NA	jest-environment-jsdom
NA	jest-environment-node
4124	@jest_fake-timers
NA	jest-get-type
NA	jest-haste-map
23716	jest-jasmine2
300	jest-leak-detector
NA	jest-matcher-utils
3396	jest-message-util
2252	jest-mock
NA	jest-pnp-resolver
12	jest-regex-util
NA	@jest_reporters
5108	jest-resolve
NA	jest-resolve-dependencies
39520	jest-runner
NA	jest-runtime
1844	jest-serializer
NA	jest-snapshot
928	@jest_source-map
3772	@jest_test-result
22700	@jest_test-sequencer
NA	@jest_transform
2168	@jest_types
2500	jest-util
2592	jest-validate
4192	jest-watcher
1856	jest-worker
NA	jsbn
NA	jsdom
8	jsesc
128	json5
8	json-buffer
44	jsonfile
8	json-parse-better-errors
12	json-parse-even-better-errors
8	json-schema
36	json-schema-traverse
8	json-stable-stringify-without-jsonify
8	json-stringify-safe
464	jsprim
NA	js-tokens
236	js-yaml
136	jwa
164	jws
84	keyv
8	kind-of
8	kleur
64	leven
120	levn
16	lines-and-columns
8	loader-runner
492	loader-utils
64	load-json-file
136	locate-path
NA	lodash
NA	lodash.clonedeep
NA	lodash.debounce
NA	lodash.isplainobject
NA	lodash.memoize
NA	lodash.merge
NA	lodash.sortby
NA	lodash.uniq
16	loglevel
308	log-symbols
40	loose-envify
124	lower-case
40	lowercase-keys
48	lru-cache
156	make-dir
32	make-error
32	makeerror
8	map-cache
48	map-obj
52	map-visit
356	md5.js
12	mdn-data
12	media-typer
540	memory-fs
2560	meow
12	merge2
8	merge-descriptors
8	merge-stream
8	methods
300	micromatch
148	miller-rabin
28	mime
40	mime-db
252	mime-types
64	mimic-fn
64	mimic-response
NA	minimalistic-assert
8	minimalistic-crypto-utils
100	minimatch
8	minimist
NA	minipass
100	minizlib
1748	mississippi
8	mixin-deep
12	mkdirp
36	moment
1164	move-concurrently
8	ms
12	mute-stream
8	nan
NA	nanoid
3376	nanomatch
8	natural-compare
12	negotiator
20	neo-async
8	next-tick
28	nice-try
196	no-case
7888	node-fetch
40	node-forge
8	node-int64
144	@nodelib_fs.scandir
12	@nodelib_fs.stat
404	@nodelib_fs.walk
6576	node-libs-browser
8	node-modules-regexp
976	node-notifier
8	node-releases
32	nopt
NA	normalize-package-data
8	normalize-path
8	normalize-range
76	normalize-url
NA	npmlog
64	npm-run-path
76	nth-check
32	number-is-nan
NA	nwsapi
NA	oauth-sign
8	object-assign
468	object.assign
264	object-copy
7172	object.entries
7172	object.getownpropertydescriptors
28	object-inspect
464	object-is
16	object-keys
32	object.pick
7172	object.values
32	object-visit
28	once
88	onetime
28	on-finished
12	on-headers
144	open
60	opn
260	optionator
NA	os-browserify
12	os-homedir
120	os-locale
12	os-tmpdir
44	pako
428	parallel-transform
340	param-case
64	parent-module
NA	parse5
1140	parse-asn1
508	parse-json
12	parseurl
8	pascalcase
8	path-browserify
NA	path-dirname
64	path-exists
8	path-is-absolute
8	path-is-inside
64	path-key
NA	path-parse
72	path-to-regexp
68	path-type
608	pbkdf2
68	p-cancelable
64	p-each-series
8	performance-now
64	p-finally
24	picomatch
48	pify
12	pinkie
36	pinkie-promise
68	pirates
212	pkg-dir
168	pkg-up
88	p-limit
112	p-locate
160	p-map
6136	portfinder
8	posix-character-classes
988	postcss
2012	postcss-loader
56	postcss-modules-extract-imports
1188	postcss-modules-local-by-default
416	postcss-modules-scope
772	postcss-modules-values
128	postcss-selector-parser
20	postcss-value-parser
12	prelude-ls
64	prepend-http
NA	prettier
2360	pretty-format
8	process
8	process-nextick-args
NA	progress
68	promise
NA	promise-inflight
80	prompts
156	prop-types
124	proxy-addr
NA	prr
8	pseudomap
12	psl
64	p-timeout
40	p-try
1356	public-encrypt
68	pump
496	pumpify
8	punycode
148	q
600	qs
124	query-string
8	querystring
8	querystring-es3
28	querystringify
20	queue-microtask
68	quick-lru
56	randombytes
92	randomfill
12	range-parser
740	raw-body
196	rc
100	react
300	react-dom
NA	react-is
160	readable-stream
164	readdirp
1772	read-pkg
1904	read-pkg-up
132	redent
8	regenerate
100	regenerate-unicode-properties
NA	regenerator-runtime
920	regenerator-transform
216	regex-not
NA	regexpp
464	regexp.prototype.flags
2260	regexpu-core
264	registry-auth-token
28	regjsgen
64	regjsparser
